_id,idx,vervar,var,turvar,tahun,turtahun,nilai
666,665,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,27959
667,666,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,39733
668,667,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,39628
669,668,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,7823
670,669,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,19681
671,670,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,22116
672,671,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,26061
673,672,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,1669
674,673,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,4077
675,674,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,1886
676,675,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2000,,281525
677,676,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2001,,267357
678,677,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2002,,276317
679,678,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2003,,304268
680,679,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2004,,341621
681,680,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2005,,371381
682,681,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2006,,428261
683,682,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2007,,434473
684,683,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2008,,468354
685,684,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2009,,357353
686,685,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2010,,410006
687,686,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2011,,478460
688,687,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2012,,476284
689,688,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2013,,476991
690,689,Inggris,Neraca Perdagangan beberapa Negara,Ekspor,2014,,477950
691,690,Inggris,Neraca Perdagangan beberapa Negara,Impor,2000,,334371
692,691,Inggris,Neraca Perdagangan beberapa Negara,Impor,2001,,320956
693,692,Inggris,Neraca Perdagangan beberapa Negara,Impor,2002,,335458
694,693,Inggris,Neraca Perdagangan beberapa Negara,Impor,2003,,380821
695,694,Inggris,Neraca Perdagangan beberapa Negara,Impor,2004,,451715
696,695,Inggris,Neraca Perdagangan beberapa Negara,Impor,2005,,483066
697,696,Inggris,Neraca Perdagangan beberapa Negara,Impor,2006,,547543
698,697,Inggris,Neraca Perdagangan beberapa Negara,Impor,2007,,620899
699,698,Inggris,Neraca Perdagangan beberapa Negara,Impor,2008,,643387
700,699,Inggris,Neraca Perdagangan beberapa Negara,Impor,2009,,486737
701,700,Inggris,Neraca Perdagangan beberapa Negara,Impor,2010,,562493
702,701,Inggris,Neraca Perdagangan beberapa Negara,Impor,2011,,638940
703,702,Inggris,Neraca Perdagangan beberapa Negara,Impor,2012,,648671
704,703,Inggris,Neraca Perdagangan beberapa Negara,Impor,2013,,645516
705,704,Inggris,Neraca Perdagangan beberapa Negara,Impor,2014,,663726
706,705,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,52846
707,706,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,53599
708,707,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,59142
709,708,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,76553
710,709,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,110094
711,710,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,111685
712,711,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,119282
713,712,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,186426
714,713,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,173033
715,714,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,129384
716,715,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,152487
717,716,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,160480
718,717,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,172387
719,718,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,168525
720,719,Inggris,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,185775
721,720,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,239934
722,721,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,244253
723,722,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,254219
724,723,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,299468
725,724,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,353544
726,725,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,372962
727,726,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,416231
728,727,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,499933
729,728,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,544962
730,729,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,406685
731,730,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,446852
732,731,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,523283
733,732,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,501534
734,733,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,517628
735,734,Italia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
736,735,Italia,Neraca Perdagangan beberapa Negara,Impor,2000,,238071
737,736,Italia,Neraca Perdagangan beberapa Negara,Impor,2001,,236128
738,737,Italia,Neraca Perdagangan beberapa Negara,Impor,2002,,246613
739,738,Italia,Neraca Perdagangan beberapa Negara,Impor,2003,,297405
740,739,Italia,Neraca Perdagangan beberapa Negara,Impor,2004,,355269
741,740,Italia,Neraca Perdagangan beberapa Negara,Impor,2005,,384837
742,741,Italia,Neraca Perdagangan beberapa Negara,Impor,2006,,440852
743,742,Italia,Neraca Perdagangan beberapa Negara,Impor,2007,,509937
744,743,Italia,Neraca Perdagangan beberapa Negara,Impor,2008,,563436
745,744,Italia,Neraca Perdagangan beberapa Negara,Impor,2009,,414725
746,745,Italia,Neraca Perdagangan beberapa Negara,Impor,2010,,486968
747,746,Italia,Neraca Perdagangan beberapa Negara,Impor,2011,,558813
748,747,Italia,Neraca Perdagangan beberapa Negara,Impor,2012,,489096
749,748,Italia,Neraca Perdagangan beberapa Negara,Impor,2013,,477292
750,749,Italia,Neraca Perdagangan beberapa Negara,Impor,2014,,
751,750,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,1863
752,751,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,8125
753,752,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,7606
754,753,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,2063
755,754,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,1726
756,755,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,11875
757,756,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,24621
758,757,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,10004
759,758,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,18474
760,759,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,8040
761,760,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,40116
762,761,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,35530
763,762,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,12438
764,763,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,40336
765,764,Italia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
766,765,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2000,,479227
767,766,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2001,,403616
768,767,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2002,,416730
769,768,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2003,,471999
770,769,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2004,,565743
771,770,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2005,,594986
772,771,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2006,,649948
773,772,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2007,,714211
774,773,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2008,,782049
775,774,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2009,,580719
776,775,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2010,,769772
777,776,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2011,,822564
778,777,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2012,,798621
779,778,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2013,,714613
780,779,Jepang,Neraca Perdagangan beberapa Negara,Ekspor,2014,,690284
781,780,Jepang,Neraca Perdagangan beberapa Negara,Impor,2000,,379491
782,781,Jepang,Neraca Perdagangan beberapa Negara,Impor,2001,,349189
783,782,Jepang,Neraca Perdagangan beberapa Negara,Impor,2002,,337209
784,783,Jepang,Neraca Perdagangan beberapa Negara,Impor,2003,,383085
785,784,Jepang,Neraca Perdagangan beberapa Negara,Impor,2004,,454592
786,785,Jepang,Neraca Perdagangan beberapa Negara,Impor,2005,,514988
787,786,Jepang,Neraca Perdagangan beberapa Negara,Impor,2006,,579609
788,787,Jepang,Neraca Perdagangan beberapa Negara,Impor,2007,,619662
789,788,Jepang,Neraca Perdagangan beberapa Negara,Impor,2008,,762626
790,789,Jepang,Neraca Perdagangan beberapa Negara,Impor,2009,,550550
791,790,Jepang,Neraca Perdagangan beberapa Negara,Impor,2010,,692435
792,791,Jepang,Neraca Perdagangan beberapa Negara,Impor,2011,,854098
793,792,Jepang,Neraca Perdagangan beberapa Negara,Impor,2012,,885610
794,793,Jepang,Neraca Perdagangan beberapa Negara,Impor,2013,,832424
795,794,Jepang,Neraca Perdagangan beberapa Negara,Impor,2014,,811882
796,795,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,99736
1054,1053,Kuwait,Neraca Perdagangan beberapa Negara,Impor,2003,,
797,796,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,54427
798,797,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,79520
799,798,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,88914
800,799,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,111150
801,800,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,79998
802,801,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,70340
803,802,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,94549
804,803,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,19422
805,804,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,30169
806,805,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,77337
807,806,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,31534
808,807,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,86989
809,808,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,117811
810,809,Jepang,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,121598
811,810,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2000,,550260
812,811,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2001,,571460
813,812,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2002,,615705
814,813,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2003,,751824
815,814,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2004,,911858
816,815,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2005,,977970
817,816,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2006,,1122112
818,817,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2007,,1323818
819,818,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2008,,1451390
820,819,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2009,,1120666
821,820,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2010,,1261577
822,821,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2011,,1476955
823,822,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2012,,1408370
824,823,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2013,,1451631
825,824,Jerman,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
826,825,Jerman,Neraca Perdagangan beberapa Negara,Impor,2000,,495480
827,826,Jerman,Neraca Perdagangan beberapa Negara,Impor,2001,,486053
828,827,Jerman,Neraca Perdagangan beberapa Negara,Impor,2002,,490157
829,828,Jerman,Neraca Perdagangan beberapa Negara,Impor,2003,,604729
830,829,Jerman,Neraca Perdagangan beberapa Negara,Impor,2004,,718269
831,830,Jerman,Neraca Perdagangan beberapa Negara,Impor,2005,,780514
832,831,Jerman,Neraca Perdagangan beberapa Negara,Impor,2006,,922376
833,832,Jerman,Neraca Perdagangan beberapa Negara,Impor,2007,,1055997
834,833,Jerman,Neraca Perdagangan beberapa Negara,Impor,2008,,1186681
835,834,Jerman,Neraca Perdagangan beberapa Negara,Impor,2009,,926154
836,835,Jerman,Neraca Perdagangan beberapa Negara,Impor,2010,,1056170
837,836,Jerman,Neraca Perdagangan beberapa Negara,Impor,2011,,1256168
838,837,Jerman,Neraca Perdagangan beberapa Negara,Impor,2012,,1164626
839,838,Jerman,Neraca Perdagangan beberapa Negara,Impor,2013,,1192751
840,839,Jerman,Neraca Perdagangan beberapa Negara,Impor,2014,,
841,840,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,54780
842,841,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,85407
843,842,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,125548
844,843,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,147095
845,844,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,193589
846,845,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,197456
847,846,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,199736
848,847,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,267822
849,848,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,264709
850,849,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,194512
851,850,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,205408
852,851,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,220787
853,852,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,243744
854,853,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,258880
855,854,Jerman,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
856,855,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
857,856,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
858,857,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
859,858,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
860,859,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2004,,2798
861,860,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2005,,3200
862,861,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2006,,3800
863,862,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2007,,4400
864,863,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2008,,4708
865,864,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2009,,4196
866,865,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2010,,5143
867,866,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2011,,6950
868,867,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2012,,8200
869,868,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2013,,9100
870,869,Kamboja,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
871,870,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2000,,
872,871,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2001,,
873,872,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2002,,
874,873,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2003,,
875,874,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2004,,3193
876,875,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2005,,3927
877,876,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2006,,4749
878,877,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2007,,5300
879,878,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2008,,6508
880,879,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2009,,5830
881,880,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2010,,6791
882,881,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2011,,9300
883,882,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2012,,11000
884,883,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2013,,13000
885,884,Kamboja,Neraca Perdagangan beberapa Negara,Impor,2014,,
886,885,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
887,886,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
888,887,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
889,888,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
890,889,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,395
891,890,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,727
892,891,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,949
893,892,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,900
894,893,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,1800
895,894,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,1634
896,895,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,1648
897,896,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,2350
898,897,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,2800
899,898,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,3900
900,899,Kamboja,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
901,900,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2000,,276645
902,901,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2001,,259857
903,902,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2002,,252408
904,903,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2003,,272699
905,904,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2004,,304623
906,905,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2005,,359411
907,906,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2006,,389513
908,907,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2007,,416432
909,908,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2008,,452170
910,909,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2009,,313981
911,910,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2010,,387481
912,911,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2011,,452132
913,912,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2012,,454833
914,913,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2013,,458397
915,914,Kanada,Neraca Perdagangan beberapa Negara,Ekspor,2014,,469980
916,915,Kanada,Neraca Perdagangan beberapa Negara,Impor,2000,,238812
917,916,Kanada,Neraca Perdagangan beberapa Negara,Impor,2001,,221757
918,917,Kanada,Neraca Perdagangan beberapa Negara,Impor,2002,,221961
919,918,Kanada,Neraca Perdagangan beberapa Negara,Impor,2003,,239085
920,919,Kanada,Neraca Perdagangan beberapa Negara,Impor,2004,,273084
921,920,Kanada,Neraca Perdagangan beberapa Negara,Impor,2005,,323365
922,921,Kanada,Neraca Perdagangan beberapa Negara,Impor,2006,,348958
923,922,Kanada,Neraca Perdagangan beberapa Negara,Impor,2007,,379794
924,923,Kanada,Neraca Perdagangan beberapa Negara,Impor,2008,,407165
925,924,Kanada,Neraca Perdagangan beberapa Negara,Impor,2009,,320287
926,925,Kanada,Neraca Perdagangan beberapa Negara,Impor,2010,,392119
927,926,Kanada,Neraca Perdagangan beberapa Negara,Impor,2011,,451246
928,927,Kanada,Neraca Perdagangan beberapa Negara,Impor,2012,,462423
929,928,Kanada,Neraca Perdagangan beberapa Negara,Impor,2013,,461925
930,929,Kanada,Neraca Perdagangan beberapa Negara,Impor,2014,,465908
931,930,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,37833
932,931,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,38100
933,932,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,30447
934,933,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,33614
935,934,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,31538
936,935,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,36046
937,936,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,40555
938,937,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,36638
939,938,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,45005
940,939,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,6306
941,940,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,4638
942,941,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,886
943,942,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,7590
944,943,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,3528
945,944,Kanada,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,4072
946,945,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
947,946,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
948,947,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
949,948,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
950,949,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2004,,20093
951,950,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2005,,27849
952,951,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2006,,38762
953,952,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2007,,48351
954,953,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2008,,71172
955,954,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2009,,43196
956,955,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2010,,57244
957,956,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2011,,83316
958,957,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2012,,88575
959,958,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2013,,81912
960,959,Kazakstan,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
961,960,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2000,,
962,961,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2001,,
963,962,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2002,,
964,963,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2003,,
965,964,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2004,,12781
966,965,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2005,,17353
967,966,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2006,,24120
968,967,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2007,,33260
969,968,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2008,,38452
970,969,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2009,,28409
971,970,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2010,,24024
972,971,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2011,,30000
973,972,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2012,,35307
974,973,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2013,,45966
975,974,Kazakstan,Neraca Perdagangan beberapa Negara,Impor,2014,,
976,975,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
977,976,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
978,977,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
979,978,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
980,979,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,7312
981,980,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,10497
982,981,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,14642
983,982,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,15091
984,983,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,32720
985,984,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,14787
986,985,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,33220
987,986,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,53316
988,987,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,53268
989,988,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,35945
990,989,Kazakstan,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
991,990,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2000,,172267
992,991,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2001,,150439
993,992,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2002,,162471
994,993,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2003,,193817
995,994,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2004,,253845
996,995,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2005,,284419
997,996,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2006,,325465
998,997,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2007,,371554
999,998,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2008,,422007
1000,999,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2009,,361614
1001,1000,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2010,,466384
1002,1001,Korea Selatan,Neraca Perdagangan beberapa Negara,Ekspor,2011,,555216
