_id,idx,vervar,var,turvar,tahun,turtahun,nilai
1,0,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2000,,781125
2,1,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2001,,729100
3,2,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2002,,693103
4,3,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2003,,724771
5,4,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2004,,818520
6,5,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2005,,907158
7,6,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2006,,1038270
8,7,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2007,,1162980
9,8,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2008,,1301110
10,9,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2009,,1056750
11,10,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2010,,1278490
12,11,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2011,,1480290
13,12,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2012,,1545710
14,13,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2013,,1579050
15,14,Amerika Serikat,Neraca Perdagangan beberapa Negara,Ekspor,2014,,1623410
16,15,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2000,,1259300
17,16,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2001,,1179180
18,17,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2002,,1200230
19,18,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2003,,1303050
20,19,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2004,,1525680
21,20,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2005,,1735060
22,21,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2006,,1918080
23,22,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2007,,2020400
24,23,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2008,,2169490
25,24,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2009,,1605300
26,25,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2010,,1969180
27,26,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2011,,2265890
28,27,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2012,,2336520
29,28,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2013,,2329060
30,29,Amerika Serikat,Neraca Perdagangan beberapa Negara,Impor,2014,,2410440
31,30,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,478175
32,31,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,450080
33,32,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,507127
34,33,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,1073163545
35,34,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,707160
36,35,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,827902
37,36,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,879810
38,37,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,857420
39,38,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,868380
40,39,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,548550
41,40,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,690690
42,41,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,785600
43,42,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,790810
44,43,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,750010
45,44,Amerika Serikat,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,787030
46,45,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
47,46,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
48,47,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
49,48,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
50,49,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2004,,125997
51,50,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2005,,180736
52,51,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2006,,211306
53,52,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2007,,233300
54,53,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2008,,313427
55,54,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2009,,192296
56,55,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2010,,251147
57,56,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2011,,364699
58,57,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2012,,388400
59,58,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2013,,375934
60,59,Arab Saudi,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
61,60,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2000,,
62,61,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2001,,
63,62,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2002,,
64,63,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2003,,
65,64,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2004,,44744
66,65,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2005,,59458
67,66,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2006,,69800
68,67,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2007,,90215
69,68,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2008,,115133
70,69,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2009,,95544
71,70,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2010,,106864
72,71,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2011,,131587
73,72,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2012,,155592
74,73,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2013,,163902
75,74,Arab Saudi,Neraca Perdagangan beberapa Negara,Impor,2014,,
76,75,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
77,76,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
78,77,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
79,78,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
80,79,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,81253
81,80,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,121278
82,81,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,141506
83,82,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,143086
84,83,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,198294
85,84,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,96752
86,85,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,144283
87,86,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,233112
88,87,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,232808
89,88,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,212032
90,89,Arab Saudi,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
91,90,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,63878
92,91,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,63389
93,92,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,65036
94,93,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,71551
95,94,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,86420
96,95,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,105833
97,96,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,123316
98,97,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,141122
99,98,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,186965
100,99,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,153884
101,100,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,212337
102,101,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,271733
103,102,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,256675
104,103,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,252981
105,104,Australia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,241160
106,105,Australia,Neraca Perdagangan beberapa Negara,Impor,2000,,71537
107,106,Australia,Neraca Perdagangan beberapa Negara,Impor,2001,,63890
108,107,Australia,Neraca Perdagangan beberapa Negara,Impor,2002,,72693
109,108,Australia,Neraca Perdagangan beberapa Negara,Impor,2003,,89089
110,109,Australia,Neraca Perdagangan beberapa Negara,Impor,2004,,109383
111,110,Australia,Neraca Perdagangan beberapa Negara,Impor,2005,,125283
112,111,Australia,Neraca Perdagangan beberapa Negara,Impor,2006,,139279
113,112,Australia,Neraca Perdagangan beberapa Negara,Impor,2007,,165364
114,113,Australia,Neraca Perdagangan beberapa Negara,Impor,2008,,200273
115,114,Australia,Neraca Perdagangan beberapa Negara,Impor,2009,,165470
116,115,Australia,Neraca Perdagangan beberapa Negara,Impor,2010,,193201
117,116,Australia,Neraca Perdagangan beberapa Negara,Impor,2011,,234357
118,117,Australia,Neraca Perdagangan beberapa Negara,Impor,2012,,250560
119,118,Australia,Neraca Perdagangan beberapa Negara,Impor,2013,,232595
120,119,Australia,Neraca Perdagangan beberapa Negara,Impor,2014,,227626
121,120,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,7659
122,121,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,501
123,122,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,7657
124,123,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,17539
125,124,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,22962
126,125,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,19449
127,126,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,15963
128,127,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,24241
129,128,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,13308
130,129,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,11587
131,130,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,19136
132,131,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,37376
133,132,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,6115
134,133,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,20385
135,134,Australia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,13534
136,135,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
137,136,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
138,137,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
139,138,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
140,139,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2004,,6615
141,140,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2005,,7233
142,141,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2006,,9103
143,142,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2007,,10233
144,143,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2008,,11777
145,144,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2009,,12443
146,145,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2010,,14195
147,146,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2011,,19807
148,147,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2012,,25113
149,148,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2013,,27033
150,149,Bangladesh,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
151,150,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2000,,
152,151,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2001,,
153,152,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2002,,
154,153,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2003,,
155,154,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2004,,12611
156,155,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2005,,12881
157,156,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2006,,14964
158,157,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2007,,17263
159,158,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2008,,22473
160,159,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2009,,20631
161,160,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2010,,26071
162,161,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2011,,33978
163,162,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2012,,34133
164,163,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2013,,33576
165,164,Bangladesh,Neraca Perdagangan beberapa Negara,Impor,2014,,
166,165,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
167,166,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
168,167,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
169,168,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
170,169,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,5996
171,170,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,5648
172,171,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,5861
173,172,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,7030
174,173,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,10695
175,174,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,8188
176,175,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,11877
177,176,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,14171
178,177,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,9020
179,178,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,6543
180,179,Bangladesh,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
181,180,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2000,,208889
182,181,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2001,,216155
183,182,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2002,,219857
184,183,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2003,,264849
185,184,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2004,,318066
186,185,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2005,,349844
187,186,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2006,,399635
188,187,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2007,,476787
189,188,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2008,,541398
190,189,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2009,,431839
191,190,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2010,,492742
192,191,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2011,,569513
193,192,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2012,,554699
194,193,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2013,,567674
195,194,Belanda,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
196,195,Belanda,Neraca Perdagangan beberapa Negara,Impor,2000,,198331
197,196,Belanda,Neraca Perdagangan beberapa Negara,Impor,2001,,195552
198,197,Belanda,Neraca Perdagangan beberapa Negara,Impor,2002,,194130
199,198,Belanda,Neraca Perdagangan beberapa Negara,Impor,2003,,234014
200,199,Belanda,Neraca Perdagangan beberapa Negara,Impor,2004,,284020
201,200,Belanda,Neraca Perdagangan beberapa Negara,Impor,2005,,310600
202,201,Belanda,Neraca Perdagangan beberapa Negara,Impor,2006,,358510
203,202,Belanda,Neraca Perdagangan beberapa Negara,Impor,2007,,421084
204,203,Belanda,Neraca Perdagangan beberapa Negara,Impor,2008,,495043
205,204,Belanda,Neraca Perdagangan beberapa Negara,Impor,2009,,382268
206,205,Belanda,Neraca Perdagangan beberapa Negara,Impor,2010,,440024
207,206,Belanda,Neraca Perdagangan beberapa Negara,Impor,2011,,507759
208,207,Belanda,Neraca Perdagangan beberapa Negara,Impor,2012,,501163
209,208,Belanda,Neraca Perdagangan beberapa Negara,Impor,2013,,507478
210,209,Belanda,Neraca Perdagangan beberapa Negara,Impor,2014,,
211,210,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,10558
212,211,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,20603
213,212,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,25727
214,213,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,30835
215,214,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,34046
216,215,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,39244
217,216,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,41125
218,217,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,55703
219,218,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,46355
220,219,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,49571
221,220,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,52718
222,221,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,61754
223,222,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,53536
224,223,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,60196
225,224,Belanda,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
226,225,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
227,226,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
228,227,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
229,228,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
230,229,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,306816
231,230,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,335862
232,231,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,366758
233,232,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,431118
234,233,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,471932
235,234,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,371397
236,235,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,407055
237,236,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,475981
238,237,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,446637
239,238,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,467831
240,239,Belgia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
241,240,Belgia,Neraca Perdagangan beberapa Negara,Impor,2000,,
242,241,Belgia,Neraca Perdagangan beberapa Negara,Impor,2001,,
243,242,Belgia,Neraca Perdagangan beberapa Negara,Impor,2002,,
244,243,Belgia,Neraca Perdagangan beberapa Negara,Impor,2003,,
245,244,Belgia,Neraca Perdagangan beberapa Negara,Impor,2004,,285596
246,245,Belgia,Neraca Perdagangan beberapa Negara,Impor,2005,,318768
247,246,Belgia,Neraca Perdagangan beberapa Negara,Impor,2006,,351575
248,247,Belgia,Neraca Perdagangan beberapa Negara,Impor,2007,,412012
249,248,Belgia,Neraca Perdagangan beberapa Negara,Impor,2008,,466437
250,249,Belgia,Neraca Perdagangan beberapa Negara,Impor,2009,,354666
251,250,Belgia,Neraca Perdagangan beberapa Negara,Impor,2010,,391333
252,251,Belgia,Neraca Perdagangan beberapa Negara,Impor,2011,,466833
253,252,Belgia,Neraca Perdagangan beberapa Negara,Impor,2012,,439492
254,253,Belgia,Neraca Perdagangan beberapa Negara,Impor,2013,,451921
255,254,Belgia,Neraca Perdagangan beberapa Negara,Impor,2014,,
256,255,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
257,256,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
258,257,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
259,258,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
260,259,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,21220
261,260,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,17104
262,261,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,15184
263,262,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,19106
264,263,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,5494
265,264,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,16731
266,265,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,15721
267,266,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,9148
268,267,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,7145
269,268,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,15910
270,269,Belgia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
271,270,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
272,271,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
273,272,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
274,273,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
275,274,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2004,,96678
276,275,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2005,,118529
277,276,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2006,,137807
278,277,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2007,,160649
279,278,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2008,,197942
280,279,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2009,,152995
281,280,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2010,,201915
282,281,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2011,,256040
283,282,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2012,,242580
284,283,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2013,,242179
285,284,Brazil,Neraca Perdagangan beberapa Negara,Ekspor,2014,,225102
286,285,Brazil,Neraca Perdagangan beberapa Negara,Impor,2000,,
287,286,Brazil,Neraca Perdagangan beberapa Negara,Impor,2001,,
288,287,Brazil,Neraca Perdagangan beberapa Negara,Impor,2002,,
289,288,Brazil,Neraca Perdagangan beberapa Negara,Impor,2003,,
290,289,Brazil,Neraca Perdagangan beberapa Negara,Impor,2004,,66433
291,290,Brazil,Neraca Perdagangan beberapa Negara,Impor,2005,,77628
292,291,Brazil,Neraca Perdagangan beberapa Negara,Impor,2006,,95838
293,292,Brazil,Neraca Perdagangan beberapa Negara,Impor,2007,,126645
294,293,Brazil,Neraca Perdagangan beberapa Negara,Impor,2008,,182377
295,294,Brazil,Neraca Perdagangan beberapa Negara,Impor,2009,,133673
296,295,Brazil,Neraca Perdagangan beberapa Negara,Impor,2010,,191537
297,296,Brazil,Neraca Perdagangan beberapa Negara,Impor,2011,,236946
298,297,Brazil,Neraca Perdagangan beberapa Negara,Impor,2012,,228377
299,298,Brazil,Neraca Perdagangan beberapa Negara,Impor,2013,,244677
300,299,Brazil,Neraca Perdagangan beberapa Negara,Impor,2014,,237531
301,300,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
302,301,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
303,302,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
304,303,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
305,304,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,30244
306,305,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,40901
307,306,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,41969
308,307,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,34004
309,308,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,15565
310,309,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,19322
311,310,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,10378
312,311,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,19094
313,312,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,14203
314,313,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,2498
315,314,Brazil,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,12429
316,315,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2000,,249203
317,316,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2001,,266098
318,317,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2002,,325596
319,318,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2003,,438228
320,319,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2004,,593326
321,320,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2005,,102000
322,321,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2006,,969380
323,322,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2007,,1217815
324,323,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2008,,1428660
325,324,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2009,,1201790
326,325,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2010,,1578270
327,326,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2011,,1899180
328,327,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2012,,2048940
329,328,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2013,,2210250
330,329,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
331,330,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2000,,225094
332,331,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2001,,243553
